Id,Artist,Title,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Total,ReleaseDate,Unique_Listener,Year,Recency,log_Total,log_Total_norm,Unique_norm,Recency_norm,SongScore,MainGenre,Genre
4128,Red Velvet,Feel My Rhythm,,,,,12403885,3/21/2022,358861,2022.0,0.9625,16.33352037,0.418110303,0.093760786,0.9625,42.96833872,R&B / Soul,k-pop
4129,Marshmello,Tongue Tied,,,,,12402011,9/2/2011,5706,2011.0,0.825,16.33336928,0.41809564,0.001490311,0.825,37.44949132,Hip-Hop / Rap,edm
4130,Drake,All The Parties,,,,,12400847,10/6/2023,1837,2023.0,0.975,16.33327542,0.418086531,0.000479439,0.975,40.41870972,K-Pop,rap
4131,Joji,Daylight,,,,,12376309,4/14/2023,474309,2023.0,0.975,16.33129472,0.417894309,0.12392443,0.975,44.11244836,Indie / Alternative,"alt-pop, alternative r&b, art pop, r&b/soul"
4132,Beyoncé,YA YA,,,,,12374769,5/9/2025,314632,2025.0,1.0,16.33117028,0.417882233,0.082204866,1.0,43.36025762,Indie / Alternative,"electropop, r&b, alternative r&b, pop rap, pop soul"
4133,The Avener,Fade Out Lines - The Avener Rework,,,,,12363910,1/19/2015,114752,2015.0,0.875,16.33029238,0.417797035,0.029981274,0.875,39.28928999,Electronic / EDM,rap
4134,Khalid,Self,,,,,12363899,6/2/2023,92004,2023.0,0.975,16.33029149,0.417796949,0.024037797,0.975,41.11098135,Other,"contemporary r&b, pop, r&b"
4135,Drake,6 God,,,,,12342073,2/12/2015,356785,2015.0,0.875,16.32852463,0.417625479,0.093218379,0.875,41.17782535,K-Pop,rap
4137,Thomas Rhett,Craving You,,,,,12330043,9/8/2017,55169,2017.0,0.9,16.32754944,0.417530839,0.014413743,0.9,39.30895425,Folk / Country,"country, acoustic country, pop country"
4138,Drake,F*****g Fans,,,,,12312466,9/3/2021,157621,2021.0,0.95,16.32612288,0.417392395,0.041181861,0.95,41.10507559,K-Pop,rap
4139,Martin Garrix,Animals,,,,,12303018,5/18/2015,406721,2015.0,0.875,16.32535524,0.417317897,0.106265394,0.875,41.55385668,Electronic / EDM,"edm, progressive house, electronica"
4140,Reynmen,Ela,,,,,12299714,7/4/2014,17758,2014.0,0.8625,16.32508665,0.417291831,0.004639194,0.8625,38.25376739,K-Pop,"turkish pop, turkish hip hop"
4141,Juice WRLD,Maze,,,,,12296255,5/18/2020,290053,2020.0,0.9375,16.32480538,0.417264535,0.075782995,0.9375,41.8867166,Hip-Hop / Rap,"melodic rap, emo rap"
4142,Playboi Carti,JUMPIN,,,,,12294435,1/23/2025,235540,2025.0,1.0,16.32465736,0.41725017,0.061540126,1.0,42.70871227,Hip-Hop / Rap,rage rap
4143,Lana Del Rey,Fuck it I love you,,,,,12285060,8/30/2019,843616,2019.0,0.925,16.32389453,0.417176139,0.220415014,0.925,45.97125737,Indie / Alternative,"dream pop, electronic, alternative pop, art pop, indie pop"
4144,J Balvin,MOJAITA,,,,,12284495,6/28/2019,90538,2019.0,0.925,16.32384854,0.417171676,0.023654768,0.925,40.06822683,Latin,"reggaeton, latin"
4145,Twenty One Pilots,Cancer,,,,,12260215,10/20/2006,250357,2006.0,0.7625,16.32187011,0.416979674,0.065411433,0.7625,38.06132669,Hip-Hop / Rap,"indie, alternative rock, alternative pop, electropop, indietronica"
4146,Drake,Keep The Family Close,,,,,12258928,5/6/2016,247137,2016.0,0.8875,16.32176513,0.416969486,0.064570129,0.8875,40.53557815,K-Pop,rap
4147,Drake,Flight's Booked,,,,,12250742,6/17/2022,313963,2022.0,0.9625,16.32109715,0.41690466,0.082030073,0.9625,42.55613519,K-Pop,rap
4148,Dave,Clash,,,,,12250647,7/22/2021,4231,2021.0,0.95,16.32108939,0.416903907,0.001104931,0.95,39.87834329,Hip-Hop / Rap,"grime, uk grime, uk drill, drill"
4149,Taylor Swift,marjorie,,,,,12234761,12/11/2020,559154,2020.0,0.9375,16.3197918,0.41677798,0.146092284,0.9375,43.97166749,Indie / Alternative,"pop rock, country, electropop, alternative pop, synth-pop"
4150,Capital Bra,Rolex,,,,,12233039,3/15/2017,12377,2017.0,0.9,16.31965105,0.416764319,0.003233275,0.9,38.93521421,Hip-Hop / Rap,german hip hop
4151,Dan + Shay,Tequila,,,,,12224706,8/27/2020,48,2020.0,0.9375,16.31896963,0.416698189,1.2e-05,0.9375,39.58527003,Folk / Country,country
4152,Tyga,Haute,,,,,12203291,11/24/2014,1633,2014.0,0.8625,16.31721631,0.416528034,0.000426139,0.8625,38.08918589,Hip-Hop / Rap,"pop rap, trap"
4153,BTS,Born Singer,,,,,12201544,6/10/2022,253020,2022.0,0.9625,16.31707314,0.41651414,0.066107208,0.9625,42.05892324,Pop,k-pop
4154,BANKS,Beggin For Thread,,,,,12197929,1/1/2014,363628,2014.0,0.8625,16.31677682,0.416485383,0.095006282,0.8625,40.92445763,Indie / Alternative,"alternative r&b, indie, r&b, contemporary r&b, electropop"
4155,Trippie Redd,Who Needs Love,,,,,12190442,11/22/2019,259890,2019.0,0.925,16.31616284,0.416425798,0.067902165,0.925,41.35835485,Hip-Hop / Rap,melodic rap
4156,Adele,Chasing Pavements,,,,,12187261,1/27/2008,1528926,2008.0,0.7875,16.31590187,0.416400471,0.399469194,0.7875,48.55409937,R&B / Soul,soft pop
4157,Dreamville,Down Bad,,,,,12180808,4/19/2024,3540,2024.0,0.9875,16.31537224,0.416349072,0.00092439,0.9875,40.59518529,K-Pop,"electropop, indie folk, alternative pop, pop rock, country pop"
4158,BTS,The Truth Untold,,,,,12177520,8/24/2018,313135,2018.0,0.9125,16.31510227,0.416322872,0.081813738,0.9125,41.52055573,Other,k-pop
4159,Pop Smoke,Something Special,,,,,12170360,7/3/2020,197389,2020.0,0.9375,16.31451413,0.416265794,0.051572234,0.9375,41.11045672,Hip-Hop / Rap,"brooklyn drill, new york drill, drill"
4160,SZA,Notice Me,,,,,12169328,1/26/2018,581997,2018.0,0.9125,16.31442933,0.416257565,0.152060582,0.9125,43.6246957,Hip-Hop / Rap,r&b
4161,The Weeknd,Niagara Falls,,,,,12161260,1/31/2025,298813,2025.0,1.0,16.31376613,0.416193203,0.078071761,1.0,43.15181298,Indie / Alternative,"pop, synth-pop, r&b, hypnagogic pop, dance-pop"
4162,Drake,I Guess It’s Fuck Me,,,,,12159077,11/4/2022,232185,2022.0,0.9625,16.31358661,0.416175781,0.060663549,0.9625,41.87869551,K-Pop,rap
4163,Drake,You Broke My Heart,,,,,12157924,9/17/2025,337907,2025.0,1.0,16.31349178,0.416166578,0.088286035,1.0,43.45690994,K-Pop,rap
4164,K/DA,THE BADDEST,,,,,12148541,7/19/2024,290641,2024.0,0.9875,16.31271972,0.416091651,0.075936624,0.9875,42.8326813,Other,k-pop
4165,ScHoolboy Q,Floating,,,,,12143988,2/8/2019,3705,2019.0,0.925,16.31234487,0.416055273,0.0009675,0.925,39.33178868,Hip-Hop / Rap,"gangsta rap, trap"
4166,Justin Bieber,DEVOTION,,,,,12143937,7/11/2025,170736,2025.0,1.0,16.31234067,0.416054866,0.044608479,1.0,42.14099765,Pop,"dance-pop, pop, pop rap, r&b, teen pop"
4167,Playboi Carti,MUNYUN,,,,,12143326,3/14/2025,357994,2025.0,1.0,16.31229036,0.416049983,0.093534261,1.0,43.60852696,Hip-Hop / Rap,rage rap
4168,DJ Khaled,To the Max,,,,,12141803,2/21/2025,19543,2025.0,1.0,16.31216493,0.416037811,0.005105569,1.0,40.95505761,Hip-Hop / Rap,"contemporary r&b, gangsta rap, pop rap, trap rap"
4169,SZA,Gone Girl,,,,,12135149,12/9/2022,573379,2022.0,0.9625,16.31161676,0.415984612,0.149808917,0.9625,44.54349808,Hip-Hop / Rap,r&b
4170,aespa,Savage,,,,,12134598,6/11/2020,524175,2020.0,0.9375,16.31157135,0.415980205,0.136953155,0.9375,43.65760491,Pop,k-pop
4171,Metro Boomin,Metro Spider,,,,,12133395,12/2/2022,4032,2022.0,0.9625,16.31147221,0.415970584,0.001052937,0.9625,40.08011729,Hip-Hop / Rap,trap
4172,Kanye West,Real Friends,,,,,12122370,1/12/2018,611272,2018.0,0.9125,16.31056315,0.415882361,0.1597094,0.9125,43.83540006,Hip-Hop / Rap,rap
4173,TINI,La Loto,,,,,12113466,7/6/2022,96352,2022.0,0.9625,16.30982837,0.415811053,0.02517382,0.9625,40.79576722,Latin,latin pop
4174,Metro Boomin,Around Me,,,,,12099572,12/2/2022,5171,2022.0,0.9625,16.30868072,0.415699676,0.001350529,0.9625,40.0754997,Hip-Hop / Rap,trap
4175,21 Savage,sneaky,,,,,12097600,1/12/2024,303180,2024.0,0.9875,16.30851773,0.415683858,0.079212748,0.9875,42.91057535,Hip-Hop / Rap,"gangsta rap, mumble rap, pop rap, trap"
4176,XXXTENTACION,Sauce!,,,,,12091872,1/23/2019,207149,2019.0,0.925,16.30804413,0.415637897,0.054122275,0.925,40.90556311,Hip-Hop / Rap,emo rap
4177,Quevedo,Sin Señal,,,,,12088229,1/1/2020,77241,2020.0,0.9375,16.30774281,0.415608655,0.020180598,0.9375,40.13585068,Hip-Hop / Rap,latin trap
4178,Future,Slimed In,,,,,12086994,3/22/2024,274878,2024.0,0.9875,16.30764064,0.415598739,0.071818151,0.9875,42.68448148,Hip-Hop / Rap,rap
4179,Jung Kook,Too Sad to Dance,,,,,12083479,11/3/2023,212165,2023.0,0.975,16.30734979,0.415570513,0.055432829,0.975,41.94151051,R&B / Soul,k-pop
4180,Smokepurpp,Nephew,,,,,12077969,8/30/2019,1247,2019.0,0.925,16.30689369,0.41552625,0.000325287,0.925,39.28607109,K-Pop,"alternative rock, math rock"
4181,Nina Chuba,Wildberry Lillet,,,,,12066537,2/24/2023,59938,2023.0,0.975,16.30594673,0.415434349,0.015659762,0.975,40.7415103,Pop,"german indie, german pop, german indie pop"
4182,Bryson Tiller,Whatever She Wants [BONUS],,,,,12062729,4/5/2024,45281,2024.0,0.9875,16.30563109,0.415403718,0.011830258,0.9875,40.87509362,Hip-Hop / Rap,"trap soul, r&b"
4183,Playboi Carti,COCAINE NOSE,,,,,12060317,3/14/2025,334308,2025.0,1.0,16.30543112,0.41538431,0.087345707,1.0,43.38958675,Hip-Hop / Rap,rage rap
4184,Lil Uzi Vert,That Way,,,,,12059592,1/24/2020,191023,2020.0,0.9375,16.305371,0.415378476,0.049908959,0.9375,41.01619258,Hip-Hop / Rap,melodic rap
4185,Tayler Buono,Technically Single,,,,,12046955,1/17/2017,21459,2017.0,0.9,16.30432257,0.415276729,0.005606172,0.9,38.9320216,K-Pop,rap
4186,Logic,One Day,,,,,12028367,7/7/2020,1955,2020.0,0.9375,16.30277842,0.415126873,0.00051027,0.9375,39.52165171,Hip-Hop / Rap,pop rap
4187,MC Levin,Ela me Falou Que Quer Rave,,,,,12012865,10/25/2021,83206,2021.0,0.95,16.3014888,0.415001718,0.021739102,0.95,40.40225898,K-Pop,"brazilian funk, brega funk"
4188,J. Cole,Crocodile Tearz,,,,,12011369,4/5/2024,185513,2024.0,0.9875,16.30136426,0.414989632,0.048469335,0.9875,41.95356165,Hip-Hop / Rap,rap
4189,Duki,Antes de Perderte,,,,,12011206,7/20/2022,74135,2022.0,0.9625,16.30135069,0.414988315,0.019369079,0.9625,40.58048812,Hip-Hop / Rap,"argentine trap, trap, trap latino"
4190,Sam Hunt,Break Up In A Small Town,,,,,12010999,10/24/2014,97678,2014.0,0.8625,16.30133345,0.414986642,0.02552027,0.8625,38.76494022,Folk / Country,"country, pop country"
4191,Drake,Redemption,,,,,12010749,1/16/2025,286184,2025.0,1.0,16.30131264,0.414984622,0.074772123,1.0,42.9923948,K-Pop,rap
4192,J Balvin,Tu Veneno,,,,,12004231,3/19/2021,29562,2021.0,0.95,16.30076981,0.414931942,0.007723281,0.95,39.97829554,Latin,"reggaeton, latin"
4193,Drake,Weston Road Flows,,,,,12003640,5/6/2016,259406,2016.0,0.8875,16.30072058,0.414927164,0.067775708,0.8875,40.52962946,K-Pop,rap
4194,21 Savage,pop ur shit,,,,,12001122,1/12/2024,268905,2024.0,0.9875,16.30051079,0.414906805,0.070257557,0.9875,42.60306693,Hip-Hop / Rap,"gangsta rap, mumble rap, pop rap, trap"
4195,Beyoncé,BLACK PARADE,,,,,11993214,10/20/2006,172449,2006.0,0.7625,16.29985163,0.414842835,0.045056042,0.7625,37.34382302,Indie / Alternative,"dance-pop, pop soul, soul, contemporary r&b, pop rap"
4196,Stromae,L’enfer,,,,,11990837,3/3/2022,185309,2022.0,0.9625,16.29965342,0.414823599,0.048416035,0.9625,41.44366099,Electronic / EDM,french pop
4197,Cardi B,Best Life,,,,,11985346,8/19/2022,1507,2022.0,0.9625,16.29919538,0.414779147,0.000393218,0.9625,40.00075392,K-Pop,"alternative pop, pop, pop rap, trap, trap soul"
4198,Migos,Kelly Price,,,,,11984167,1/27/2017,2857,2017.0,0.9,16.299097,0.4147696,0.000745939,0.9,38.7608582,Hip-Hop / Rap,trap
4199,Juice WRLD,Let Me Know (I Wonder Why Freestyle),,,,,11970198,12/7/2019,571548,2019.0,0.925,16.2979307,0.414656414,0.149330523,0.925,43.71273637,Hip-Hop / Rap,"melodic rap, emo rap"
4200,Taylor Swift,Bad Blood,,,,,3084263,1/1/2014,1109289,2014.0,0.8625,14.94182361,0.283049568,0.289828653,0.8625,40.09733801,Indie / Alternative,"country pop, indie folk, pop, country, alternative pop"
4201,Normani,Wild Side,,,,,11955256,10/23/2019,2553,2019.0,0.925,16.29668166,0.414535197,0.000666512,0.925,39.2467552,K-Pop,rap
4202,Beyoncé,CHURCH GIRL,,,,,11954423,7/29/2022,418399,2022.0,0.9625,16.29661198,0.414528435,0.10931656,0.9625,43.25591854,Indie / Alternative,"pop rap, country, r&b, soul, electropop"
4203,Diplo,Get It Right,,,,,11945548,11/1/2019,31017,2019.0,0.925,16.2958693,0.41445636,0.008103436,0.925,39.46592104,Hip-Hop / Rap,moombahton
4204,Contiez,Trumpsta - Djuro Remix,,,,,11923066,12/10/2013,85197,2013.0,0.85,16.29398549,0.41427354,0.0222593,0.85,38.38145601,K-Pop,melbourne bounce
4205,Adele,All I Ask,,,,,11918358,11/20/2015,601484,2015.0,0.875,16.29359054,0.414235212,0.157152043,0.875,42.92632188,R&B / Soul,soft pop
4206,BLACKPINK,Ready For Love,,,,,11917660,9/16/2022,214879,2022.0,0.9625,16.29353198,0.414229528,0.056141929,0.9625,41.64573427,Pop,k-pop
4207,Anitta,Indecente,,,,,11902809,3/26/2018,79764,2018.0,0.9125,16.29228506,0.414108519,0.020839794,0.9125,39.58061976,Latin,"brazilian pop, funk pop, brazilian funk, funk carioca"
4208,Taylor Swift,Innocent (Taylor's Version),,,,,11897209,7/7/2023,348358,2023.0,0.975,16.29181448,0.414062849,0.091016617,0.975,42.93364098,Indie / Alternative,"contemporary country, pop, alternative pop, synth-pop, country pop"
4209,Linkin Park,Cut the Bridge,,,,,11895601,11/15/2024,239080,2024.0,0.9875,16.29167931,0.414049732,0.062465038,0.9875,42.32643772,Hip-Hop / Rap,"nu metal, rap metal, rock, alternative metal"
4210,Hunter Hayes,21,,,,,11895050,5/15/2009,33621,2009.0,0.8,16.29163299,0.414045236,0.008783795,0.8,36.96577566,Folk / Country,country
4211,"Tyler, The Creator",Sucka Free,,,,,11888588,7/21/2025,583242,2025.0,1.0,16.29108959,0.413992501,0.152385869,1.0,45.27120112,Hip-Hop / Rap,rap
4212,Drake,Scholarships,,,,,11812242,9/20/2015,198833,2015.0,0.875,16.28464709,0.413367272,0.051949514,0.875,39.72684905,K-Pop,rap
4213,¥$,BEG FORGIVENESS,,,,,11802992,2/9/2024,160877,2024.0,0.9875,16.2838637,0.413291246,0.042032571,0.9875,41.67553943,Electronic / EDM,rap
4214,Cardi B,Bickenhead,,,,,11802101,4/6/2018,121939,2018.0,0.9125,16.28378821,0.41328392,0.031859056,0.9125,39.86996766,Hip-Hop / Rap,"alternative pop, pop, pop rap, trap, trap soul"
4215,benny blanco,Graduation,,,,,11801530,8/31/1999,3238,1999.0,0.675,16.28373983,0.413279224,0.000845485,0.675,34.18932576,Pop,pop
4216,SZA,F2F,,,,,11791864,12/9/2022,612530,2022.0,0.9625,16.28292044,0.413199705,0.160038083,0.9625,44.71112777,Hip-Hop / Rap,r&b
4217,Playboi Carti,OLYMPIAN,,,,,11791535,3/14/2025,360177,2025.0,1.0,16.28289254,0.413196998,0.094104623,1.0,43.48298858,Hip-Hop / Rap,rage rap
4218,Eno,Blackberry Sky,,,,,11790488,5/3/2019,16905,2019.0,0.925,16.28280375,0.41318838,0.004416327,0.925,39.2919088,Other,german hip hop
4219,Wiz Khalifa,We Dem Boyz,,,,,11788333,8/19/2014,253711,2014.0,0.8625,16.28262096,0.413170641,0.066287749,0.8625,39.89716449,Hip-Hop / Rap,rap
4220,Kendrick Lamar,Auntie Diaries,,,,,11787814,5/13/2022,507966,2022.0,0.9625,16.28257693,0.413166368,0.132718153,0.9625,43.88986299,Hip-Hop / Rap,"hip hop, west coast hip hop"
4221,Mac Miller,Circles,,,,,11781966,9/6/2019,504992,2019.0,0.925,16.2820807,0.41311821,0.131941122,0.925,43.11414418,Other,"r&b, alternative r&b, contemporary r&b, cloud rap, trap"
4222,Annalisa,Sinceramente,,,,,11744002,9/29/2023,41589,2023.0,0.975,16.27885329,0.412804997,0.010865632,0.975,40.46621883,Pop,italo dance
4223,Bad Bunny,BENDICIONES,,,,,11734889,5/10/2020,68980,2020.0,0.9375,16.27807701,0.412729662,0.018022208,0.9375,39.92714935,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4224,Tate McRae,run for the hills,,,,,11728242,12/8/2023,473517,2023.0,0.975,16.27751042,0.412674676,0.1237175,0.975,43.84525881,Rock,"alternative pop, contemporary r&b, dance-pop, pop, pop rock"
4225,NewJeans,ASAP,,,,,11724653,7/21/2023,527094,2023.0,0.975,16.27720436,0.412644974,0.137715816,0.975,44.26372317,Other,k-pop
4226,Eminem,Survival,,,,,11717925,6/12/2012,320149,2012.0,0.8375,16.27663036,0.412589268,0.083646319,0.8375,39.88885298,Hip-Hop / Rap,"rap, hip hop"
4227,Alesso,Is That For Me,,,,,11685504,10/13/2017,90940,2017.0,0.9,16.27385974,0.412320387,0.023759801,0.9,39.32881335,Electronic / EDM,edm
4228,Justin Bieber,FIRST PLACE,,,,,11671608,7/11/2025,148259,2025.0,1.0,16.27266987,0.412204912,0.038735807,1.0,41.77231981,Pop,"dance-pop, pop, pop rap, r&b, teen pop"
4229,J. Cole,h u n g e r . o n . h i l l s i d e,,,,,11647489,9/22/2025,48114,2025.0,1.0,16.27060126,0.412004159,0.012570449,1.0,40.97732144,Hip-Hop / Rap,rap
4230,Juice WRLD,In My Head,,,,,11645626,2/8/2019,202578,2019.0,0.925,16.2704413,0.411988635,0.052927988,0.925,40.68727141,Hip-Hop / Rap,"melodic rap, emo rap"
4231,Capital Bra,Zombie,,,,,11645314,3/11/2008,978,2008.0,0.7875,16.27041451,0.411986035,0.000255004,0.7875,36.35695189,Hip-Hop / Rap,german hip hop
4232,Taylor Swift,Better Man (Taylor's Version) (From The Vault),,,,,11640267,11/12/2021,437234,2021.0,0.95,16.26998102,0.411943966,0.11423767,0.95,43.02432841,Indie / Alternative,"country pop, electropop, pop rock, synth-pop, contemporary country"
4233,Nimo,KARMA,,,,,11637598,6/27/2025,13455,2025.0,1.0,16.26975171,0.411921712,0.003514929,1.0,40.70153346,Hip-Hop / Rap,german hip hop
4234,Trippie Redd,Holy Smokes,,,,,11637422,9/25/2025,98389,2025.0,1.0,16.26973658,0.411920244,0.025706036,1.0,41.36719329,Hip-Hop / Rap,melodic rap
4235,Zara Larsson,So Good,,,,,11630500,9/29/2025,51203,2025.0,1.0,16.2691416,0.411862503,0.013377527,1.0,40.99445094,Indie / Alternative,"alternative pop, dance-pop, synth-pop, contemporary r&b, pop"
4236,Taylor Swift,I Almost Do (Taylor's Version),,,,,11629343,11/12/2021,452354,2021.0,0.95,16.26904212,0.411852848,0.118188143,0.95,43.13828669,Indie / Alternative,"alternative pop, pop, contemporary country, country, country pop"
4237,Ivete Sangalo,Macetando,,,,,11626550,2/15/2023,111840,2023.0,0.975,16.26880192,0.411829537,0.029220442,0.975,40.96809014,Latin,"axé, pagode baiano, mpb, brazilian pop"
4238,Rita Ora,I Will Never Let You Down,,,,,11601293,3/31/2014,278720,2014.0,0.8625,16.2666272,0.411618486,0.072821968,0.8625,40.01558336,Rock,"contemporary r&b, dance-pop, electropop, pop, pop rock"
4239,Cardi B,Get Up 10,,,,,11595950,4/6/2018,130071,2018.0,0.9125,16.26616654,0.411573781,0.033983742,0.9125,39.84820128,Hip-Hop / Rap,"alternative pop, pop, pop rap, trap, trap soul"
4240,Lady Gaga,Perfect Celebrity,,,,,11593513,3/7/2025,390928,2025.0,1.0,16.26595636,0.411553383,0.102139082,1.0,43.64184161,Pop,"art pop, pop"
4241,Eminem,Guilty Conscience 2,,,,,11580714,7/12/2024,128534,2024.0,0.9875,16.26485177,0.411446185,0.033582163,0.9875,41.32977414,Hip-Hop / Rap,"rap, hip hop"
4242,Bonez MC,Roadrunner,,,,,11573467,6/11/2021,27750,2021.0,0.95,16.26422579,0.411385436,0.007249851,0.95,39.78676731,Hip-Hop / Rap,german hip hop
4243,The Weeknd,Opening Night,,,,,11570862,1/31/2025,300876,2025.0,1.0,16.26400069,0.411363589,0.078610771,1.0,42.9265026,Indie / Alternative,"hypnagogic pop, contemporary r&b, r&b, pop, synth-pop"
4244,Shindy,DODI,,,,,11557442,12/15/2023,16591,2023.0,0.975,16.2628402,0.411250967,0.004334286,0.975,40.19257696,Hip-Hop / Rap,german hip hop
4245,Metro Boomin,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],,,,,11552254,12/2/2022,317186,2022.0,0.9625,16.26239121,0.411207394,0.082872162,0.9625,42.29653456,Hip-Hop / Rap,trap
4246,Logic,Overnight,,,,,11551966,9/1/2023,66685,2023.0,0.975,16.26236628,0.411204975,0.017422582,0.975,40.5829262,Hip-Hop / Rap,pop rap
4247,Playboi Carti,TWIN TRIM,,,,,11542697,3/14/2025,211695,2025.0,1.0,16.26156359,0.411127075,0.05531003,1.0,42.21565465,Hip-Hop / Rap,rage rap
4248,The Cratez,Honda Civic,,,,,11536368,6/24/2022,22855,2022.0,0.9625,16.26101512,0.411073848,0.005970911,0.9625,39.98281974,Hip-Hop / Rap,german hip hop
4249,PARTYNEXTDOOR,MOTH BALLS,,,,,11535965,2/14/2025,179846,2025.0,1.0,16.26098019,0.411070458,0.046988691,1.0,41.96318363,Hip-Hop / Rap,"dark r&b, r&b, trap soul"
4250,Taylor Swift,Ours (Taylor’s Version),,,,,11532310,7/7/2023,344668,2023.0,0.975,16.26066331,0.411039705,0.090052514,0.975,42.75356065,Indie / Alternative,"country, alternative pop, country pop, electropop, indie folk"
4251,One Direction,You & I,,,,,11531145,11/25/2022,661332,2022.0,0.9625,16.26056228,0.411029901,0.172788812,0.9625,44.9851594,Folk / Country,"power pop, pop, dance-pop, folk pop, teen pop"
4252,DJ Khaled,Don't Quit,,,,,11504400,8/6/2021,23275,2021.0,0.95,16.25824022,0.41080455,0.006080647,0.95,39.7226469,Hip-Hop / Rap,"contemporary r&b, gangsta rap, pop rap, trap rap"
4253,Beyoncé,COZY,,,,,11489580,5/22/2024,486608,2024.0,0.9875,16.25695118,0.410679453,0.127137848,0.9875,44.09810806,Indie / Alternative,"country, electropop, dance-pop, pop rap, pop"
4254,Ufo361,Emotions,,,,,11488098,9/17/1991,35945,1991.0,0.575,16.25682219,0.410666934,0.009390997,0.575,32.31507661,Hip-Hop / Rap,"german hip hop, turkish hip hop"
4255,Avicii,Gonna Love Ya,,,,,11473279,10/2/2015,87549,2015.0,0.875,16.25553141,0.410541667,0.022873818,0.875,38.71329791,Electronic / EDM,edm
4256,J. Cole,FRIENDS,,,,,11471773,2/9/2018,2356,2018.0,0.9125,16.25540014,0.410528928,0.000615041,0.9125,38.79489761,Hip-Hop / Rap,rap
4257,Måneskin,CORALINE,,,,,11470539,3/19/2021,285505,2021.0,0.95,16.25529257,0.410518488,0.074594717,0.95,41.76376591,Rock,"funk rock, pop rock, glam rock, rock, rock and roll"
4258,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,,,,,11465504,2/1/2013,83788,2013.0,0.85,16.25485352,0.41047588,0.021891164,0.85,38.1805289,Indie / Alternative,"chamber pop, sad girl pop, indie pop, hawaiian glam metal, alternative pop"
4259,Beyoncé,BROWN SKIN GIRL,,,,,11457783,7/19/2019,30314,2019.0,0.925,16.25417988,0.410410505,0.007919759,0.925,39.25811801,Indie / Alternative,"pop soul, pop, soul, dance-pop, alternative r&b"
4260,Trueno,FEEL ME??,,,,,11447190,5/12/2022,90470,2022.0,0.9625,16.25325493,0.41032074,0.023637002,0.9625,40.47514707,Hip-Hop / Rap,argentine trap
4261,Jamie Lawson,Wasn't Expecting That,,,,,11441563,10/9/2015,153729,2015.0,0.875,16.25276325,0.410273024,0.040164979,0.875,39.21860057,K-Pop,rap
